w_pro,w_fii,w_contra,dev_exact,dev_cov,dev_sign,val_exact,val_sign,conf_exact,conf_sign,conf_sign_n,dev_score
0.5,0.0,0.1,38.19,76.38,56.72,38.31,53.9,36.75,50.94,106,49.30799999999999
0.25,0.0,0.05,38.19,76.38,56.72,38.31,53.9,36.75,50.94,106,49.30799999999999
0.95,0.45,0.1,37.32,70.26,57.3,36.29,53.57,37.35,53.12,96,49.30799999999999
0.85,0.4,0.1,37.32,70.26,57.3,36.69,53.9,37.35,52.58,97,49.30799999999999
1.0,0.0,0.2,38.19,76.38,56.72,38.31,53.9,36.75,50.94,106,49.30799999999999
0.75,0.35,0.1,37.32,70.26,57.3,36.69,53.9,37.35,52.58,97,49.30799999999999
0.85,0.05,-0.05,37.32,73.47,57.29,41.53,56.46,34.94,50.53,95,49.30199999999999
0.85,0.15,0.15,38.19,73.18,56.7,38.71,54.0,35.54,51.49,101,49.29600000000001
1.0,0.15,0.2,38.19,73.18,56.7,39.11,54.3,35.54,51.49,101,49.29600000000001
0.8,0.05,0.1,37.61,75.8,57.07,38.31,53.29,35.54,50.98,102,49.286
1.0,0.05,0.15,37.61,75.8,57.07,38.31,53.59,36.14,51.46,103,49.286
0.9,0.1,0.1,37.9,74.93,56.85,37.9,53.33,36.14,51.46,103,49.269999999999996
0.45,0.05,0.05,37.9,74.93,56.85,37.9,53.33,36.14,51.46,103,49.269999999999996
0.9,0.05,0.2,37.9,74.93,56.85,38.31,53.25,36.14,50.96,104,49.269999999999996
0.85,0.1,0.1,37.9,74.93,56.85,38.31,53.64,35.54,50.98,102,49.269999999999996
0.75,0.05,0.15,37.9,74.93,56.85,38.31,53.59,36.14,50.96,104,49.269999999999996
0.85,0.0,0.05,38.19,77.26,56.65,39.92,55.26,34.94,50.0,102,49.26599999999999
0.95,0.4,0.2,37.9,71.72,56.84,37.1,54.93,37.95,53.06,98,49.263999999999996
1.0,0.1,0.25,38.19,74.05,56.63,38.71,54.3,36.75,51.43,105,49.254000000000005
0.65,0.15,0.25,38.19,74.05,56.63,37.9,55.1,37.95,53.85,104,49.254000000000005
0.65,0.1,0.15,38.19,74.05,56.63,39.11,54.3,36.75,51.92,104,49.254000000000005
0.9,0.15,0.2,38.19,74.05,56.63,39.11,54.3,36.14,51.96,102,49.254000000000005
0.65,0.8,-0.3,30.03,33.82,62.07,34.68,56.1,28.31,50.79,63,49.254
0.55,0.1,0.25,38.78,75.51,56.22,37.5,55.1,37.95,53.85,104,49.244
0.6,0.1,0.3,38.78,75.51,56.22,37.5,55.1,38.55,54.29,105,49.244
0.3,0.05,0.15,38.78,75.51,56.22,37.5,55.1,38.55,54.29,105,49.244
0.4,0.05,0.2,38.78,75.51,56.22,38.31,55.33,38.55,53.77,106,49.244
0.45,0.05,0.25,38.78,75.51,56.22,38.31,55.33,38.55,53.77,106,49.244
0.4,0.0,0.3,39.36,76.97,55.83,39.52,54.78,38.55,53.77,106,49.242
0.4,0.0,0.25,39.36,76.97,55.83,39.11,54.49,38.55,52.78,108,49.242
0.3,0.0,0.2,39.36,76.97,55.83,39.52,54.78,38.55,53.77,106,49.242
0.15,0.0,0.1,39.36,76.97,55.83,39.52,54.78,38.55,53.77,106,49.242
0.2,0.0,0.15,39.36,76.97,55.83,39.52,54.78,38.55,53.77,106,49.242
0.45,0.0,0.3,39.36,76.97,55.83,39.52,54.78,38.55,53.77,106,49.242
0.85,0.1,-0.1,37.03,69.68,57.38,38.71,54.48,33.13,53.57,84,49.239999999999995
1.0,0.1,-0.05,37.03,72.89,57.37,40.73,55.94,33.73,51.61,93,49.233999999999995
0.75,0.05,0.05,37.9,75.8,56.78,38.71,54.36,36.14,50.49,103,49.227999999999994
1.0,0.05,0.1,37.9,75.8,56.78,38.31,54.05,35.54,50.49,103,49.227999999999994
0.95,0.05,0.1,37.9,75.8,56.78,38.31,53.64,36.14,50.96,104,49.227999999999994
1.0,0.05,0.2,37.9,75.8,56.78,38.31,53.25,36.75,51.43,105,49.227999999999994
0.8,0.05,0.05,37.9,75.8,56.78,38.71,54.36,36.14,50.98,102,49.227999999999994
0.9,0.05,0.05,37.9,75.8,56.78,39.11,54.36,36.14,50.49,103,49.227999999999994
0.45,0.95,-0.25,31.49,35.86,61.05,33.87,55.29,30.72,50.72,69,49.226
0.95,0.35,0.25,37.9,72.59,56.77,37.1,54.55,37.95,54.0,100,49.221999999999994
0.4,0.15,0.1,37.9,72.59,56.77,37.1,54.93,37.35,53.54,99,49.221999999999994
0.8,0.3,0.2,37.9,72.59,56.77,37.1,54.93,37.35,53.54,99,49.221999999999994
0.9,0.0,0.1,38.48,77.26,56.37,38.71,54.61,35.54,50.0,104,49.214
1.0,0.0,0.1,38.48,77.26,56.37,38.71,54.97,35.54,50.0,104,49.214
0.5,0.0,0.05,38.48,77.26,56.37,38.71,54.97,35.54,50.0,104,49.214
0.95,0.0,0.1,38.48,77.26,56.37,38.71,54.61,35.54,50.49,103,49.214
0.45,0.0,0.05,38.48,77.26,56.37,38.71,54.61,35.54,50.0,104,49.214
0.85,0.0,-0.05,37.32,75.22,57.14,41.53,56.0,34.94,49.48,97,49.212
0.8,0.1,-0.0,37.32,75.22,57.14,39.11,55.17,35.54,51.0,100,49.212
0.5,0.55,-0.2,31.2,37.61,61.22,35.48,56.18,27.11,47.62,63,49.212
0.6,0.75,-0.25,31.2,37.61,61.22,34.68,56.32,28.31,49.23,65,49.212
0.8,0.0,-0.05,37.32,75.22,57.14,41.53,56.0,34.94,50.0,96,49.212
0.4,0.05,-0.0,37.32,75.22,57.14,39.11,55.17,35.54,51.0,100,49.212
0.45,0.7,-0.2,31.49,38.19,61.0,35.48,56.04,30.72,50.72,69,49.196
0.8,0.35,0.15,37.61,71.14,56.91,37.1,54.55,37.95,53.06,98,49.19
0.4,0.95,-0.2,33.24,41.69,59.82,33.87,56.67,33.73,52.5,80,49.187999999999995
0.55,0.1,0.1,37.9,73.47,56.7,38.71,54.0,35.54,51.49,101,49.18000000000001
0.85,0.25,0.3,37.9,73.47,56.7,37.5,54.11,38.55,53.85,104,49.18000000000001
1.0,0.25,0.3,37.9,73.47,56.7,38.31,55.1,37.35,53.4,103,49.18000000000001
0.65,0.15,0.15,37.9,73.47,56.7,38.71,55.03,36.14,53.0,100,49.18000000000001
0.7,0.15,0.25,37.9,73.47,56.7,37.9,54.73,37.95,53.85,104,49.18000000000001
0.85,0.2,0.2,37.9,73.47,56.7,39.11,55.03,36.14,53.0,100,49.18000000000001
0.6,0.15,0.2,37.9,73.47,56.7,37.9,55.1,37.95,53.85,104,49.18000000000001
0.85,0.2,0.25,37.9,73.47,56.7,38.31,54.73,37.35,53.4,103,49.18000000000001
0.85,0.2,0.3,37.9,73.47,56.7,37.9,55.1,37.95,53.85,104,49.18000000000001
0.9,0.2,0.25,37.9,73.47,56.7,38.71,55.03,37.35,53.4,103,49.18000000000001
0.45,0.1,0.15,37.9,73.47,56.7,38.31,54.73,37.35,53.4,103,49.18000000000001
0.8,0.2,0.25,37.9,73.47,56.7,37.9,55.1,37.95,53.85,104,49.18000000000001
0.95,0.2,0.2,37.9,73.47,56.7,38.71,54.36,36.14,51.96,102,49.18000000000001
0.75,0.15,0.2,37.9,73.47,56.7,38.71,55.03,36.75,51.92,104,49.18000000000001
0.9,0.2,0.3,37.9,73.47,56.7,38.31,54.73,37.35,53.4,103,49.18000000000001
0.7,0.15,0.15,37.9,73.47,56.7,38.71,54.73,36.14,51.96,102,49.18000000000001
0.65,0.15,0.2,37.9,73.47,56.7,38.31,54.73,37.35,53.4,103,49.18000000000001
0.95,0.2,0.25,37.9,73.47,56.7,38.71,55.03,36.75,52.94,102,49.18000000000001
0.9,0.0,0.25,38.19,75.8,56.5,38.31,53.25,36.75,51.43,105,49.176
0.3,0.7,-0.15,32.94,41.11,60.0,34.27,57.14,33.73,53.16,79,49.176
0.45,1.0,-0.2,32.94,43.44,60.0,34.68,56.99,34.34,53.75,80,49.176
0.65,0.9,-0.3,30.61,34.99,61.54,35.89,57.95,28.92,50.0,64,49.168
0.55,0.75,-0.25,30.61,34.99,61.54,35.48,57.95,28.92,50.0,64,49.168
0.5,0.75,-0.2,31.49,40.52,60.95,35.48,55.91,30.72,51.43,70,49.166
0.9,0.05,0.15,37.61,75.22,56.85,38.31,53.25,36.14,51.46,103,49.153999999999996
0.9,0.1,-0.0,37.61,75.22,56.85,39.52,55.1,35.54,50.5,101,49.153999999999996
0.45,0.05,-0.0,37.61,75.22,56.85,39.52,55.1,35.54,50.5,101,49.153999999999996
0.65,0.05,0.1,37.61,75.22,56.85,38.71,53.59,36.14,51.46,103,49.153999999999996
0.9,0.0,0.05,37.9,77.55,56.65,39.92,55.26,34.94,50.0,102,49.14999999999999
0.95,0.0,0.05,37.9,77.55,56.65,39.92,56.0,35.54,50.49,103,49.14999999999999
1.0,0.0,0.05,37.9,77.55,56.65,39.92,56.0,35.54,50.49,103,49.14999999999999
0.45,0.15,0.1,37.61,72.01,56.84,37.1,54.55,37.35,53.47,101,49.147999999999996
1.0,0.35,0.2,37.61,72.01,56.84,37.1,54.55,37.35,54.0,100,49.147999999999996
0.7,0.25,0.15,37.61,72.01,56.84,37.1,54.55,36.75,53.54,99,49.147999999999996
0.75,0.25,0.2,37.61,72.01,56.84,37.5,54.86,37.35,53.47,101,49.147999999999996
0.55,0.2,0.1,37.61,72.01,56.84,37.1,54.55,37.35,53.54,99,49.147999999999996
1.0,0.35,0.25,37.61,72.01,56.84,37.1,54.55,37.35,53.47,101,49.147999999999996
0.85,0.3,0.2,37.61,72.01,56.84,37.1,54.55,37.35,54.0,100,49.147999999999996
0.9,0.3,0.2,37.61,72.01,56.84,37.1,54.55,37.35,53.47,101,49.147999999999996
0.6,0.2,0.15,37.61,72.01,56.84,37.1,54.55,37.35,53.47,101,49.147999999999996
0.85,0.3,0.15,37.61,72.01,56.84,37.1,54.23,36.75,53.06,98,49.147999999999996
0.95,0.35,0.2,37.61,72.01,56.84,37.1,54.93,36.75,53.54,99,49.147999999999996
0.95,0.15,-0.05,37.03,71.43,57.22,37.5,53.68,34.34,52.13,94,49.144000000000005
1.0,0.15,-0.05,37.03,71.43,57.22,37.9,54.01,34.34,52.13,94,49.144000000000005
0.95,0.0,0.25,38.19,76.68,56.44,38.71,53.55,37.35,51.89,106,49.14
1.0,0.1,0.2,37.9,74.34,56.63,39.11,54.3,35.54,50.98,102,49.138000000000005
0.6,0.05,0.15,37.9,74.34,56.63,38.71,54.3,36.14,50.96,104,49.138000000000005
0.65,0.05,0.15,37.9,74.34,56.63,38.71,53.95,36.14,50.96,104,49.138000000000005
0.95,0.1,0.2,37.9,74.34,56.63,38.71,54.0,36.14,50.96,104,49.138000000000005
0.5,0.05,0.1,37.9,74.34,56.63,39.11,54.3,35.54,50.98,102,49.138000000000005
0.8,0.05,0.2,37.9,74.34,56.63,38.71,53.95,36.14,50.96,104,49.138000000000005
0.75,0.05,0.2,37.9,74.34,56.63,38.71,53.95,36.14,50.96,104,49.138000000000005
0.5,0.9,-0.25,30.9,35.57,61.29,35.48,57.3,29.52,50.75,67,49.134
0.9,0.05,-0.05,37.32,73.76,56.99,41.53,56.46,35.54,51.04,96,49.122
0.65,0.3,0.1,37.32,70.55,56.99,36.69,54.23,37.35,52.58,97,49.122
0.75,0.1,0.15,38.19,73.47,56.41,38.71,54.0,35.54,51.49,101,49.122
0.9,0.1,-0.1,36.73,69.97,57.38,39.11,54.81,33.13,52.33,86,49.12
0.45,0.05,-0.05,36.73,69.97,57.38,39.11,54.81,33.13,52.33,86,49.12
0.55,0.1,-0.05,36.73,69.97,57.38,38.31,53.73,33.13,52.87,87,49.12
0.55,0.0,-0.05,36.73,73.18,57.37,41.13,55.41,34.94,51.06,94,49.114
0.85,0.05,0.1,37.61,76.09,56.78,37.9,52.98,35.54,50.98,102,49.111999999999995
0.5,0.15,0.15,37.61,72.89,56.77,37.5,54.48,38.55,53.85,104,49.105999999999995
1.0,0.3,0.3,37.61,72.89,56.77,37.5,54.48,38.55,53.85,104,49.105999999999995
0.35,0.1,0.1,37.61,72.89,56.77,37.5,54.48,37.95,53.85,104,49.105999999999995
0.85,0.25,0.25,37.61,72.89,56.77,37.5,54.48,37.95,53.85,104,49.105999999999995
0.7,0.2,0.2,37.61,72.89,56.77,37.5,54.48,37.95,53.85,104,49.105999999999995
0.85,0.0,0.25,37.9,75.22,56.57,38.31,53.59,36.75,51.43,105,49.102000000000004
1.0,0.0,0.3,37.9,75.22,56.57,38.31,53.59,36.75,51.43,105,49.102000000000004
0.5,0.0,0.15,37.9,75.22,56.57,38.31,53.59,36.75,51.43,105,49.102000000000004
0.8,0.0,-0.1,37.03,72.3,57.14,39.11,55.56,34.34,51.69,89,49.096000000000004
0.4,0.0,-0.05,37.03,72.3,57.14,39.11,55.56,34.34,51.69,89,49.096000000000004
0.4,0.45,-0.3,25.95,11.66,64.52,27.02,57.58,22.29,44.44,27,49.092
0.55,0.65,-0.25,30.03,34.69,61.8,34.68,56.79,26.51,48.33,60,49.092
0.45,0.5,-0.2,30.03,34.69,61.8,34.27,55.56,27.11,47.54,61,49.092
0.85,0.4,0.3,37.9,72.01,56.54,37.5,54.86,37.95,53.0,100,49.084
0.75,0.3,0.2,37.9,72.01,56.54,37.1,54.55,37.35,53.06,98,49.084
0.85,0.35,0.2,37.9,72.01,56.54,37.1,54.55,37.35,53.06,98,49.084
1.0,0.4,0.25,37.9,72.01,56.54,37.1,54.55,37.35,53.06,98,49.084
0.45,0.05,0.3,38.78,75.8,55.94,38.71,55.26,38.55,53.77,106,49.076
0.4,0.05,0.25,38.78,75.8,55.94,38.31,55.33,38.55,54.29,105,49.076
1.0,0.1,-0.1,36.73,70.85,57.3,39.52,54.35,33.73,52.27,88,49.071999999999996
0.5,0.05,-0.05,36.73,70.85,57.3,39.52,54.35,33.73,52.27,88,49.071999999999996
0.3,0.75,-0.15,32.94,41.98,59.82,33.87,55.91,33.73,52.5,80,49.068
0.1,0.25,-0.05,32.94,41.98,59.82,33.87,55.91,33.73,52.5,80,49.068
0.2,0.5,-0.1,32.94,41.98,59.82,33.87,55.91,33.73,52.5,80,49.068
0.4,1.0,-0.2,32.94,41.98,59.82,33.87,55.91,33.73,52.5,80,49.068
0.65,0.0,-0.05,36.73,74.05,57.29,41.94,55.63,34.94,50.53,95,49.065999999999995
0.7,0.0,-0.05,36.73,74.05,57.29,41.53,56.0,34.94,50.53,95,49.065999999999995
0.75,0.1,0.1,37.61,73.76,56.7,39.11,53.95,35.54,50.98,102,49.06400000000001
0.4,0.05,0.05,37.61,73.76,56.7,38.71,53.95,35.54,50.98,102,49.06400000000001
0.8,0.1,0.1,37.61,73.76,56.7,38.71,53.95,35.54,50.98,102,49.06400000000001
1.0,0.15,0.1,37.61,73.76,56.7,38.31,53.69,36.14,51.49,101,49.06400000000001
0.35,0.55,-0.15,31.49,39.07,60.78,35.08,56.04,30.72,50.72,69,49.06399999999999
0.75,1.0,-0.3,31.49,39.07,60.78,35.48,56.67,29.52,50.0,68,49.06399999999999
0.55,0.0,0.15,37.9,76.09,56.5,38.71,53.55,37.35,51.89,106,49.06
0.6,0.05,-0.0,37.9,76.09,56.5,39.52,55.48,35.54,50.5,101,49.06
0.55,0.25,0.05,37.03,69.97,57.07,36.69,54.68,37.35,53.12,96,49.054
1.0,0.45,0.1,37.03,69.97,57.07,36.69,54.29,37.35,52.58,97,49.054
0.9,0.15,0.1,37.9,72.89,56.48,38.71,53.64,35.54,51.49,101,49.048
0.5,0.85,-0.2,31.78,41.98,60.55,35.48,56.38,32.53,53.25,77,49.042
0.6,0.05,0.05,37.32,75.51,56.85,37.9,54.11,36.14,51.46,103,49.038
0.75,0.05,0.1,37.32,75.51,56.85,38.31,53.29,36.14,51.46,103,49.038
0.95,0.05,0.15,37.32,75.51,56.85,37.9,53.29,36.14,51.46,103,49.038
0.5,0.05,0.05,37.32,75.51,56.85,37.9,53.69,35.54,50.98,102,49.038
1.0,0.1,0.05,37.32,75.51,56.85,37.9,54.11,36.14,50.98,102,49.038
0.95,0.1,0.1,37.32,75.51,56.85,37.9,53.69,36.14,51.46,103,49.038
1.0,0.1,0.1,37.32,75.51,56.85,37.9,53.69,35.54,50.98,102,49.038
0.7,0.05,0.1,37.32,75.51,56.85,38.31,53.64,36.14,51.46,103,49.038
0.95,0.1,0.05,37.32,75.51,56.85,37.9,54.11,36.14,50.98,102,49.038
0.65,0.15,-0.05,36.73,68.51,57.22,37.9,53.79,32.53,51.69,89,49.024
0.95,0.15,0.05,37.61,74.64,56.63,37.9,54.79,36.14,50.98,102,49.022000000000006
0.95,0.05,0.25,37.61,74.64,56.63,38.31,53.59,36.14,50.96,104,49.022000000000006
0.7,0.05,0.15,37.61,74.64,56.63,38.31,53.59,36.14,50.96,104,49.022000000000006
1.0,0.05,0.25,37.61,74.64,56.63,38.31,53.59,36.14,50.96,104,49.022000000000006
0.65,0.1,0.05,37.61,74.64,56.63,37.9,54.79,36.14,51.49,101,49.022000000000006
0.85,0.05,0.2,37.61,74.64,56.63,38.31,53.59,36.14,50.96,104,49.022000000000006
0.7,0.1,0.05,37.61,74.64,56.63,37.9,54.79,36.14,50.98,102,49.022000000000006
0.85,0.4,0.15,37.61,71.43,56.61,37.1,54.55,37.35,52.58,97,49.010000000000005
0.6,0.25,0.15,37.61,71.43,56.61,37.1,54.55,37.35,53.06,98,49.010000000000005
1.0,0.5,0.3,37.61,71.43,56.61,37.1,54.55,37.35,53.06,98,49.010000000000005
0.6,0.25,0.1,37.61,71.43,56.61,37.1,54.55,37.35,53.06,98,49.010000000000005
1.0,0.4,0.15,37.61,71.43,56.61,36.69,54.61,37.95,53.54,99,49.010000000000005
0.7,0.35,0.2,37.61,71.43,56.61,37.1,54.55,37.35,53.06,98,49.010000000000005
0.7,0.3,0.15,37.61,71.43,56.61,37.1,54.55,37.95,53.06,98,49.010000000000005
1.0,0.4,0.2,37.61,71.43,56.61,37.1,54.55,37.35,53.06,98,49.010000000000005
1.0,0.45,0.2,37.61,71.43,56.61,37.1,54.55,37.95,53.06,98,49.010000000000005
0.5,0.2,0.1,37.61,71.43,56.61,37.1,54.55,37.35,53.06,98,49.010000000000005
0.9,0.45,0.25,37.61,71.43,56.61,37.1,54.55,37.35,53.06,98,49.010000000000005
0.55,0.25,0.1,37.61,71.43,56.61,37.1,54.55,37.95,53.06,98,49.010000000000005
0.25,0.1,0.05,37.61,71.43,56.61,37.1,54.55,37.35,53.06,98,49.010000000000005
0.75,0.3,0.15,37.61,71.43,56.61,37.1,54.55,37.35,53.06,98,49.010000000000005
0.75,0.3,0.1,37.61,71.43,56.61,36.69,54.61,37.35,53.06,98,49.010000000000005
0.85,0.35,0.15,37.61,71.43,56.61,37.1,54.55,37.35,53.06,98,49.010000000000005
0.9,0.35,0.2,37.61,71.43,56.61,37.1,54.55,36.75,53.06,98,49.010000000000005
0.75,0.35,0.15,37.61,71.43,56.61,37.1,54.55,37.95,53.06,98,49.010000000000005
0.5,0.25,0.15,37.61,71.43,56.61,37.1,54.55,37.35,53.06,98,49.010000000000005
0.9,0.35,0.15,37.61,71.43,56.61,36.69,54.61,37.95,53.54,99,49.010000000000005
0.95,0.4,0.15,37.61,71.43,56.61,36.69,54.23,36.75,52.58,97,49.010000000000005
0.8,0.4,0.25,37.61,71.43,56.61,37.5,54.55,37.35,53.06,98,49.010000000000005
0.1,0.9,-0.1,35.28,52.48,58.16,36.69,54.39,36.14,53.85,91,49.007999999999996
0.05,0.45,-0.05,35.28,52.48,58.16,36.69,54.39,36.14,53.85,91,49.007999999999996
0.9,0.05,-0.1,37.03,70.85,56.99,41.13,56.03,34.94,52.75,91,49.006
0.9,0.1,0.2,37.9,73.76,56.41,38.71,54.0,36.14,50.96,104,49.006
0.7,0.2,0.25,37.9,73.76,56.41,37.5,54.11,37.95,53.85,104,49.006
0.3,0.1,0.1,37.9,73.76,56.41,37.5,54.48,38.55,53.85,104,49.006
0.85,0.15,-0.05,37.03,70.85,56.99,37.5,53.68,33.73,51.61,93,49.006
0.6,0.2,0.2,37.9,73.76,56.41,37.5,54.48,38.55,53.85,104,49.006
0.8,0.1,0.15,37.9,73.76,56.41,38.71,54.0,35.54,51.49,101,49.006
0.45,0.15,0.15,37.9,73.76,56.41,37.5,54.48,38.55,53.85,104,49.006
0.75,0.25,0.25,37.9,73.76,56.41,37.5,54.48,38.55,53.85,104,49.006
0.45,0.05,0.1,37.9,73.76,56.41,38.71,54.0,36.14,50.96,104,49.006
0.9,0.3,0.3,37.9,73.76,56.41,37.5,54.48,38.55,53.85,104,49.006
0.15,0.05,0.05,37.9,73.76,56.41,37.5,54.48,38.55,53.85,104,49.006
0.8,0.25,0.3,37.9,73.76,56.41,37.5,54.11,38.55,53.85,104,49.006
0.8,0.15,-0.05,37.03,70.85,56.99,37.9,53.68,33.73,52.17,92,49.006
0.8,0.15,0.15,37.9,73.76,56.41,38.71,54.36,36.14,51.96,102,49.006
0.55,0.15,0.2,37.9,73.76,56.41,37.5,54.11,37.95,53.85,104,49.006
0.05,0.45,-0.0,37.03,61.22,56.97,40.32,53.85,36.14,52.53,99,48.994
0.1,0.9,-0.0,37.03,61.22,56.97,40.32,53.85,36.14,52.53,99,48.994
0.35,0.0,0.25,39.07,76.68,55.61,39.52,55.13,38.55,53.77,106,48.994
0.25,0.05,0.15,38.48,75.22,56.0,38.31,55.33,38.55,54.29,105,48.992000000000004
0.5,0.1,0.3,38.48,75.22,56.0,38.31,55.33,38.55,54.29,105,48.992000000000004
0.4,0.05,0.3,38.48,75.22,56.0,38.71,55.26,38.55,53.77,106,48.992000000000004
0.25,0.1,0.1,38.19,72.89,56.19,37.5,54.86,38.55,52.43,103,48.989999999999995
0.65,1.0,-0.3,30.9,36.44,61.05,35.48,57.3,30.12,50.0,68,48.989999999999995
0.6,0.65,-0.25,30.9,36.44,61.05,35.08,57.14,27.11,47.62,63,48.989999999999995
0.6,0.7,-0.25,30.9,36.44,61.05,35.48,56.32,28.31,50.0,64,48.989999999999995
0.7,0.85,-0.3,30.9,36.44,61.05,35.48,56.32,28.31,50.0,64,48.989999999999995
0.75,0.3,0.3,38.19,72.89,56.19,37.5,54.86,38.55,52.43,103,48.989999999999995
0.75,0.3,0.25,38.19,72.89,56.19,37.9,55.17,37.95,53.0,100,48.989999999999995
0.5,0.2,0.2,38.19,72.89,56.19,37.5,54.86,38.55,52.43,103,48.989999999999995
0.65,0.05,0.05,37.61,75.51,56.57,38.31,54.42,35.54,50.98,102,48.986000000000004
0.6,0.05,0.1,37.61,75.51,56.57,38.71,53.59,35.54,50.98,102,48.986000000000004
0.55,0.05,-0.0,37.61,75.51,56.57,39.52,55.48,35.54,50.5,101,48.986000000000004
0.85,0.05,0.05,37.61,75.51,56.57,38.71,54.36,36.14,50.98,102,48.986000000000004
0.85,0.05,0.15,37.61,75.51,56.57,38.31,53.25,36.14,51.46,103,48.986000000000004
0.7,0.05,0.05,37.61,75.51,56.57,38.31,54.05,35.54,50.49,103,48.986000000000004
0.95,0.1,-0.0,37.61,75.51,56.57,39.52,55.1,35.54,50.0,102,48.986000000000004
0.5,0.05,-0.0,37.61,75.51,56.57,39.52,55.1,35.54,50.0,102,48.986000000000004
0.8,0.05,0.15,37.61,75.51,56.57,38.31,53.25,35.54,50.98,102,48.986000000000004
1.0,0.1,-0.0,37.61,75.51,56.57,39.52,55.1,35.54,50.0,102,48.986000000000004
0.9,0.05,0.1,37.61,75.51,56.57,38.31,53.64,36.14,51.46,103,48.986000000000004
1.0,0.0,-0.1,36.73,72.59,57.14,40.32,55.17,34.34,51.09,92,48.976
0.45,0.0,-0.05,36.73,72.59,57.14,40.32,55.63,34.34,50.55,91,48.976
0.5,0.0,-0.05,36.73,72.59,57.14,40.32,55.17,34.34,51.09,92,48.976
0.95,0.0,-0.1,36.73,72.59,57.14,40.32,55.56,34.34,50.55,91,48.976
0.85,0.0,-0.1,36.73,72.59,57.14,39.52,55.4,34.34,51.69,89,48.976
0.9,0.0,-0.1,36.73,72.59,57.14,40.32,55.63,34.34,50.55,91,48.976
0.7,0.9,-0.3,31.2,37.03,60.82,35.08,56.82,28.31,50.0,64,48.971999999999994
0.35,0.45,-0.15,31.2,37.03,60.82,35.08,56.82,28.31,50.0,64,48.971999999999994
0.9,0.3,0.15,37.61,72.3,56.54,37.1,54.23,36.75,53.06,98,48.968
0.6,0.2,0.1,37.61,72.3,56.54,37.1,54.23,36.75,53.06,98,48.968
0.95,0.2,0.1,37.61,72.3,56.54,38.71,54.05,36.14,51.49,101,48.968
0.3,0.1,0.05,37.61,72.3,56.54,37.1,54.23,36.75,53.06,98,48.968
1.0,0.35,0.15,37.61,72.3,56.54,37.1,54.23,36.14,52.58,97,48.968
0.95,0.3,0.2,37.61,72.3,56.54,37.9,54.48,36.75,53.0,100,48.968
0.75,0.25,0.15,37.61,72.3,56.54,37.5,54.55,36.75,53.54,99,48.968
0.75,0.1,-0.0,37.03,74.93,56.92,39.11,55.17,35.54,51.0,100,48.964
0.95,0.4,-0.1,35.57,65.89,57.89,36.29,54.92,33.73,52.33,86,48.962
1.0,0.4,-0.1,35.57,65.89,57.89,36.69,54.47,33.73,52.87,87,48.962
0.5,0.2,-0.05,35.57,65.89,57.89,36.69,54.47,33.73,52.87,87,48.962
0.1,0.85,-0.1,34.99,51.9,58.27,36.69,55.36,36.14,53.85,91,48.958000000000006
0.4,0.75,-0.15,32.65,44.61,59.83,35.48,56.12,33.13,53.16,79,48.958
0.95,0.2,-0.05,37.03,71.72,56.91,37.5,53.73,32.53,51.11,90,48.958
0.55,0.9,-0.3,28.86,30.32,62.34,34.27,57.69,28.31,48.39,62,48.94800000000001
0.65,0.75,-0.25,31.2,39.36,60.78,35.08,54.84,28.92,48.53,68,48.94799999999999
0.4,0.7,-0.15,32.36,44.02,60.0,35.48,55.67,32.53,52.56,78,48.944
0.45,0.85,-0.2,31.49,39.94,60.58,34.68,57.14,33.13,53.25,77,48.944
0.45,0.8,-0.2,31.49,39.94,60.58,35.48,57.14,31.93,52.05,73,48.944
1.0,0.5,0.15,37.32,70.85,56.68,36.29,53.9,37.35,53.12,96,48.93599999999999
0.7,0.35,0.1,37.32,70.85,56.68,36.69,53.9,36.75,52.63,95,48.93599999999999
0.9,0.25,-0.0,37.32,70.85,56.68,37.5,54.29,34.94,51.55,97,48.93599999999999
0.6,0.0,-0.05,36.73,73.47,57.07,41.94,56.0,34.94,50.53,95,48.934
0.75,0.15,-0.05,36.73,70.26,57.07,37.5,53.33,33.13,51.65,91,48.934
0.85,0.05,-0.1,36.73,70.26,57.07,41.13,56.03,34.34,52.81,89,48.934
0.95,0.25,0.2,37.61,73.18,56.48,38.31,54.42,36.14,53.0,100,48.932
1.0,0.25,0.15,37.61,73.18,56.48,38.71,54.42,35.54,52.0,100,48.932
0.95,0.25,0.3,37.61,73.18,56.48,37.9,54.79,37.95,53.85,104,48.932
0.2,0.05,0.05,37.61,73.18,56.48,38.71,54.73,36.75,53.47,101,48.932
0.8,0.2,0.2,37.61,73.18,56.48,38.71,54.73,36.75,53.47,101,48.932
0.6,0.15,0.15,37.61,73.18,56.48,38.71,54.73,36.75,53.47,101,48.932
1.0,0.25,0.25,37.61,73.18,56.48,38.71,54.73,36.75,53.47,101,48.932
1.0,0.25,0.2,37.61,73.18,56.48,38.31,54.42,36.14,53.0,100,48.932
0.6,0.15,0.1,37.61,73.18,56.48,38.71,54.42,35.54,52.0,100,48.932
0.9,0.2,0.15,37.61,73.18,56.48,39.11,54.36,36.14,51.96,102,48.932
0.75,0.2,0.15,37.61,73.18,56.48,38.31,54.42,35.54,52.53,99,48.932
0.9,0.25,0.25,37.61,73.18,56.48,37.9,54.79,37.95,53.85,104,48.932
