left_rule_id,left_feature,right_rule_id,right_feature,dev2023_24_n,dev2023_24_coverage_pct,dev2023_24_up_calls,dev2023_24_down_calls,dev2023_24_exact_pct,dev2023_24_sign_n,dev2023_24_sign_pct,val2025_n,val2025_coverage_pct,val2025_up_calls,val2025_down_calls,val2025_exact_pct,val2025_sign_n,val2025_sign_pct,confirm2026_n,confirm2026_coverage_pct,confirm2026_up_calls,confirm2026_down_calls,confirm2026_exact_pct,confirm2026_sign_n,confirm2026_sign_pct,min_holdout_exact_pct,min_holdout_sign_pct,mean_holdout_coverage_pct
FII_v3inst_lvl_sum21|-1|upper|0.800,FII_v3inst_lvl_sum21,FII_ifut_lvl_sum21|-1|upper|0.850,FII_ifut_lvl_sum21,11,15.07,11,0,81.82,9,100.0,46,88.46,46,0,45.65,38,55.26,35,100.0,35,0,31.43,25,44.0,31.43,44.0,94.22999999999999
FII_v3inst_lvl_sum21|-1|upper|0.800,FII_v3inst_lvl_sum21,FII_ifut_lvl_mean21|-1|upper|0.850,FII_ifut_lvl_mean21,11,15.07,11,0,81.82,9,100.0,46,88.46,46,0,45.65,38,55.26,35,100.0,35,0,31.43,25,44.0,31.43,44.0,94.22999999999999
FII_ifut_lvl_sum21|-1|upper|0.850,FII_ifut_lvl_sum21,FII_ifut_lvl_mean21|-1|upper|0.850,FII_ifut_lvl_mean21,11,15.07,11,0,81.82,9,100.0,46,88.46,46,0,45.65,38,55.26,35,100.0,35,0,31.43,25,44.0,31.43,44.0,94.22999999999999
FII_futheavy_lvl_sum4|-1|upper|0.850,FII_futheavy_lvl_sum4,FII_futheavy_lvl_mean4|-1|upper|0.850,FII_futheavy_lvl_mean4,11,15.07,11,0,90.91,10,100.0,45,86.54,45,0,46.67,37,56.76,35,100.0,35,0,31.43,25,44.0,31.43,44.0,93.27000000000001
smart_futheavy_lvl_sum4|-1|upper|0.850,smart_futheavy_lvl_sum4,smart_futheavy_lvl_mean4|-1|upper|0.850,smart_futheavy_lvl_mean4,11,15.07,11,0,90.91,11,90.91,45,86.54,45,0,46.67,37,56.76,35,100.0,35,0,31.43,25,44.0,31.43,44.0,93.27000000000001
smart_v3inst_lvl_sum7|-1|upper|0.850,smart_v3inst_lvl_sum7,smart_v3inst_lvl_mean7|-1|upper|0.850,smart_v3inst_lvl_mean7,11,15.07,11,0,90.91,11,90.91,44,84.62,44,0,47.73,36,58.33,35,100.0,35,0,31.43,25,44.0,31.43,44.0,92.31
smart_futheavy_lvl_sum4|-1|upper|0.850,smart_futheavy_lvl_sum4,smart_v3inst_lvl_sum7|-1|upper|0.850,smart_v3inst_lvl_sum7,10,13.7,10,0,90.0,10,90.0,43,82.69,43,0,46.51,35,57.14,35,100.0,35,0,31.43,25,44.0,31.43,44.0,91.345
smart_futheavy_lvl_sum4|-1|upper|0.850,smart_futheavy_lvl_sum4,smart_v3inst_lvl_mean7|-1|upper|0.850,smart_v3inst_lvl_mean7,10,13.7,10,0,90.0,10,90.0,43,82.69,43,0,46.51,35,57.14,35,100.0,35,0,31.43,25,44.0,31.43,44.0,91.345
smart_futheavy_lvl_sum4|-1|upper|0.850,smart_futheavy_lvl_sum4,smart_plus_contra_client_v3inst_lvl_sum7|-1|upper|0.850,smart_plus_contra_client_v3inst_lvl_sum7,10,13.7,10,0,90.0,10,90.0,43,82.69,43,0,46.51,35,57.14,35,100.0,35,0,31.43,25,44.0,31.43,44.0,91.345
smart_futheavy_lvl_sum4|-1|upper|0.850,smart_futheavy_lvl_sum4,smart_plus_contra_client_v3inst_lvl_mean7|-1|upper|0.850,smart_plus_contra_client_v3inst_lvl_mean7,10,13.7,10,0,90.0,10,90.0,43,82.69,43,0,46.51,35,57.14,35,100.0,35,0,31.43,25,44.0,31.43,44.0,91.345
smart_futheavy_lvl_mean4|-1|upper|0.850,smart_futheavy_lvl_mean4,smart_v3inst_lvl_sum7|-1|upper|0.850,smart_v3inst_lvl_sum7,10,13.7,10,0,90.0,10,90.0,43,82.69,43,0,46.51,35,57.14,35,100.0,35,0,31.43,25,44.0,31.43,44.0,91.345
smart_futheavy_lvl_mean4|-1|upper|0.850,smart_futheavy_lvl_mean4,smart_v3inst_lvl_mean7|-1|upper|0.850,smart_v3inst_lvl_mean7,10,13.7,10,0,90.0,10,90.0,43,82.69,43,0,46.51,35,57.14,35,100.0,35,0,31.43,25,44.0,31.43,44.0,91.345
smart_futheavy_lvl_mean4|-1|upper|0.850,smart_futheavy_lvl_mean4,smart_plus_contra_client_v3inst_lvl_sum7|-1|upper|0.850,smart_plus_contra_client_v3inst_lvl_sum7,10,13.7,10,0,90.0,10,90.0,43,82.69,43,0,46.51,35,57.14,35,100.0,35,0,31.43,25,44.0,31.43,44.0,91.345
smart_futheavy_lvl_mean4|-1|upper|0.850,smart_futheavy_lvl_mean4,smart_plus_contra_client_v3inst_lvl_mean7|-1|upper|0.850,smart_plus_contra_client_v3inst_lvl_mean7,10,13.7,10,0,90.0,10,90.0,43,82.69,43,0,46.51,35,57.14,35,100.0,35,0,31.43,25,44.0,31.43,44.0,91.345
smart_v3inst_lvl_sum7|-1|upper|0.850,smart_v3inst_lvl_sum7,smart_plus_contra_client_v3inst_lvl_sum7|-1|upper|0.850,smart_plus_contra_client_v3inst_lvl_sum7,11,15.07,11,0,90.91,11,90.91,43,82.69,43,0,46.51,35,57.14,35,100.0,35,0,31.43,25,44.0,31.43,44.0,91.345
smart_v3inst_lvl_sum7|-1|upper|0.850,smart_v3inst_lvl_sum7,smart_plus_contra_client_v3inst_lvl_mean7|-1|upper|0.850,smart_plus_contra_client_v3inst_lvl_mean7,11,15.07,11,0,90.91,11,90.91,43,82.69,43,0,46.51,35,57.14,35,100.0,35,0,31.43,25,44.0,31.43,44.0,91.345
smart_v3inst_lvl_mean7|-1|upper|0.850,smart_v3inst_lvl_mean7,smart_plus_contra_client_v3inst_lvl_sum7|-1|upper|0.850,smart_plus_contra_client_v3inst_lvl_sum7,11,15.07,11,0,90.91,11,90.91,43,82.69,43,0,46.51,35,57.14,35,100.0,35,0,31.43,25,44.0,31.43,44.0,91.345
smart_v3inst_lvl_mean7|-1|upper|0.850,smart_v3inst_lvl_mean7,smart_plus_contra_client_v3inst_lvl_mean7|-1|upper|0.850,smart_plus_contra_client_v3inst_lvl_mean7,11,15.07,11,0,90.91,11,90.91,43,82.69,43,0,46.51,35,57.14,35,100.0,35,0,31.43,25,44.0,31.43,44.0,91.345
smart_plus_contra_client_v3inst_lvl_sum7|-1|upper|0.850,smart_plus_contra_client_v3inst_lvl_sum7,smart_plus_contra_client_v3inst_lvl_mean7|-1|upper|0.850,smart_plus_contra_client_v3inst_lvl_mean7,11,15.07,11,0,90.91,11,90.91,43,82.69,43,0,46.51,35,57.14,35,100.0,35,0,31.43,25,44.0,31.43,44.0,91.345
smart_futheavy_lvl_sum4|-1|upper|0.850,smart_futheavy_lvl_sum4,smart_plus_contra_client_futheavy_lvl_sum4|-1|upper|0.850,smart_plus_contra_client_futheavy_lvl_sum4,11,15.07,11,0,90.91,11,90.91,42,80.77,42,0,47.62,34,58.82,35,100.0,35,0,31.43,25,44.0,31.43,44.0,90.38499999999999
